trialIndex,blockId,arrowDirection,latency,blankDuration,fixationDurationInSec,response,result,isSaccade,blankDurationInFrameCount
68,1,L,400,,0.287,LeftResponse,correct,True,11.0
69,1,R,0,,0.275,RightResponse,correct,True,10.0
70,1,R,100,,0.366,RightResponse,correct,False,3.0
71,1,R,200,,0.267,LeftResponse,incorrect,True,7.0
72,1,R,50,,0.368,LeftResponse,incorrect,True,6.0
73,1,R,0,,0.323,RightResponse,correct,True,9.0
74,1,R,50,,0.283,RightResponse,correct,True,9.0
75,1,L,200,,0.212,LeftResponse,correct,True,10.0
76,1,R,50,,0.395,RightResponse,correct,True,8.0
77,1,R,100,,0.278,RightResponse,correct,True,3.0
78,1,L,0,,0.394,LeftResponse,correct,True,8.0
79,1,R,100,,0.211,RightResponse,correct,True,2.0
80,2,R,400,,0.37,RightResponse,correct,True,10.0
81,2,R,100,,0.333,RightResponse,correct,False,1.0
82,2,L,0,,0.296,RightResponse,incorrect,True,7.0
83,2,R,50,,0.36,RightResponse,correct,False,7.0
84,2,L,0,,0.278,RightResponse,incorrect,True,10.0
85,2,R,0,,0.333,RightResponse,correct,True,13.0
86,2,L,0,,0.251,RightResponse,incorrect,False,12.0
87,2,L,200,,0.335,LeftResponse,correct,True,9.0
88,2,R,50,,0.366,RightResponse,correct,True,7.0
89,2,L,100,,0.389,RightResponse,incorrect,False,1.0
90,2,L,200,,0.375,RightResponse,incorrect,True,8.0
91,2,R,50,,0.278,RightResponse,correct,True,6.0
92,2,R,100,,0.242,RightResponse,correct,True,1.0
93,2,L,50,,0.355,RightResponse,incorrect,False,5.0
94,2,L,100,,0.302,LeftResponse,correct,False,1.0
95,2,R,400,,0.224,RightResponse,correct,False,9.0
96,2,R,200,,0.271,RightResponse,correct,True,11.0
97,2,R,0,,0.245,LeftResponse,incorrect,True,12.0
98,2,L,100,,0.2,invalid,invalid,True,1.0
99,2,L,50,,0.221,RightResponse,incorrect,True,5.0
100,2,R,400,,0.35,RightResponse,correct,True,9.0
101,2,L,50,,0.366,LeftResponse,correct,True,8.0
102,2,L,50,,0.276,RightResponse,incorrect,True,7.0
103,2,R,400,,0.308,LeftResponse,incorrect,True,8.0
104,2,L,200,,0.234,RightResponse,incorrect,True,10.0
105,2,R,200,,0.235,LeftResponse,incorrect,True,13.0
106,2,R,0,,0.259,RightResponse,correct,True,15.0
107,2,L,400,,0.363,LeftResponse,correct,True,11.0
108,2,L,400,,0.278,LeftResponse,correct,True,10.0
109,2,L,200,,0.349,RightResponse,incorrect,True,16.0
110,2,R,200,,0.285,LeftResponse,incorrect,True,19.0
111,2,R,0,,0.372,RightResponse,correct,True,14.0
112,2,R,100,,0.206,LeftResponse,incorrect,True,1.0
113,2,R,50,,0.255,RightResponse,correct,True,10.0
114,2,R,200,,0.299,RightResponse,correct,True,22.0
115,2,L,400,,0.29,LeftResponse,correct,True,9.0
116,2,R,100,,0.336,RightResponse,correct,True,4.0
117,2,L,0,,0.383,LeftResponse,correct,True,13.0
118,2,L,400,,0.384,RightResponse,incorrect,True,8.0
119,2,L,100,,0.208,LeftResponse,correct,True,3.0
120,3,L,100,,0.391,RightResponse,incorrect,True,2.0
121,3,R,400,,0.29,RightResponse,correct,False,11.0
122,3,L,200,,0.325,LeftResponse,correct,True,21.0
123,3,R,100,,0.341,RightResponse,correct,True,5.0
124,3,L,100,,0.201,LeftResponse,correct,True,4.0
125,3,R,100,,0.35,RightResponse,correct,False,3.0
126,3,L,50,,0.203,invalid,invalid,True,9.0
127,3,R,200,,0.399,invalid,invalid,True,20.0
128,3,R,0,,0.213,RightResponse,correct,True,12.0
129,3,L,100,,0.271,LeftResponse,correct,True,3.0
130,3,L,100,,0.37,LeftResponse,correct,False,2.0
131,3,R,0,,0.28,RightResponse,correct,True,11.0
132,3,R,400,,0.253,RightResponse,correct,True,11.0
133,3,R,0,,0.364,RightResponse,correct,False,10.0
134,3,L,400,,0.253,LeftResponse,correct,True,10.0
135,3,R,200,,0.259,RightResponse,correct,True,20.0
136,3,R,50,,0.275,RightResponse,correct,True,9.0
137,3,L,200,,0.364,RightResponse,incorrect,True,19.0
138,3,L,400,,0.203,LeftResponse,correct,True,9.0
139,3,R,50,,0.35,RightResponse,correct,False,8.0
140,3,L,0,,0.253,LeftResponse,correct,True,10.0
141,3,L,400,,0.315,RightResponse,incorrect,True,8.0
142,3,L,0,,0.387,LeftResponse,correct,True,9.0
143,3,R,100,,0.362,RightResponse,correct,True,2.0
144,3,L,0,,0.304,LeftResponse,correct,True,8.0
145,3,R,50,,0.397,RightResponse,correct,True,8.0
146,3,L,400,,0.342,RightResponse,incorrect,True,11.0
147,3,R,400,,0.212,RightResponse,correct,True,14.0
148,3,R,200,,0.341,RightResponse,correct,True,22.0
149,3,L,50,,0.239,LeftResponse,correct,True,7.0
150,3,L,50,,0.387,LeftResponse,correct,True,6.0
151,3,L,0,,0.21,RightResponse,incorrect,True,7.0
152,3,R,0,,0.337,RightResponse,correct,True,10.0
153,3,L,200,,0.253,LeftResponse,correct,True,21.0
154,3,R,50,,0.245,LeftResponse,incorrect,True,5.0
155,3,R,200,,0.366,RightResponse,correct,True,20.0
156,3,L,50,,0.286,LeftResponse,correct,True,8.0
157,3,R,400,,0.305,RightResponse,correct,True,13.0
158,3,R,100,,0.369,RightResponse,correct,True,1.0
159,3,L,200,,0.327,LeftResponse,correct,True,19.0
160,4,R,100,,0.224,RightResponse,correct,True,1.0
161,4,L,400,,0.359,LeftResponse,correct,True,12.0
162,4,L,0,,0.204,LeftResponse,correct,True,9.0
163,4,L,50,,0.277,RightResponse,incorrect,True,7.0
164,4,R,0,,0.287,RightResponse,correct,False,8.0
165,4,L,50,,0.239,RightResponse,incorrect,True,10.0
166,4,R,50,,0.338,RightResponse,correct,False,13.0
167,4,R,200,,0.27,RightResponse,correct,False,18.0
168,4,R,50,,0.355,LeftResponse,incorrect,False,13.0
169,4,L,100,,0.296,RightResponse,incorrect,True,1.0
170,4,R,50,,0.334,RightResponse,correct,False,13.0
171,4,L,0,,0.227,invalid,invalid,True,8.0
172,4,L,200,,0.319,LeftResponse,correct,True,18.0
173,4,R,50,,0.265,RightResponse,correct,True,13.0
174,4,L,200,,0.26,LeftResponse,correct,False,17.0
175,4,L,50,,0.23,RightResponse,incorrect,True,12.0
176,4,L,400,,0.236,LeftResponse,correct,True,11.0
177,4,R,100,,0.328,RightResponse,correct,False,4.0
178,4,L,200,,0.361,LeftResponse,correct,True,17.0
179,4,L,200,,0.344,LeftResponse,correct,False,16.0
180,4,R,400,,0.22,LeftResponse,incorrect,True,10.0
181,4,L,50,,0.374,RightResponse,incorrect,False,15.0
182,4,L,100,,0.33,LeftResponse,correct,False,4.0
183,4,R,100,,0.391,RightResponse,correct,False,4.0
184,4,R,0,,0.32,LeftResponse,incorrect,True,8.0
185,4,R,200,,0.273,RightResponse,correct,False,16.0
186,4,R,0,,0.279,LeftResponse,incorrect,False,11.0
187,4,R,400,,0.316,RightResponse,correct,True,13.0
188,4,R,200,,0.377,RightResponse,correct,False,16.0
189,4,L,400,,0.374,LeftResponse,correct,False,12.0
190,4,R,400,,0.205,RightResponse,correct,True,12.0
191,4,R,0,,0.252,RightResponse,correct,True,11.0
192,4,L,100,,0.309,RightResponse,incorrect,True,4.0
193,4,L,0,,0.243,LeftResponse,correct,True,10.0
194,4,L,400,,0.287,LeftResponse,correct,True,11.0
195,4,R,100,,0.226,RightResponse,correct,True,7.0
196,4,L,100,,0.28,RightResponse,incorrect,True,6.0
197,4,L,0,,0.28,LeftResponse,correct,True,9.0
198,4,R,400,,0.215,RightResponse,correct,True,10.0
199,4,R,200,,0.32,RightResponse,correct,False,16.0
200,5,L,50,,0.368,LeftResponse,correct,True,15.0
201,5,R,100,,0.312,RightResponse,correct,False,9.0
202,5,R,100,,0.297,RightResponse,correct,True,9.0
203,5,R,400,,0.267,RightResponse,correct,False,9.0
204,5,R,200,,0.28,RightResponse,correct,True,16.0
205,5,L,50,,0.324,LeftResponse,correct,True,14.0
206,5,L,0,,0.294,RightResponse,incorrect,True,8.0
207,5,L,200,,0.276,LeftResponse,correct,True,15.0
208,5,R,0,,0.343,RightResponse,correct,True,11.0
209,5,L,0,,0.232,LeftResponse,correct,True,10.0
210,5,R,200,,0.31,RightResponse,correct,False,14.0
211,5,L,200,,0.31,LeftResponse,correct,False,14.0
212,5,L,400,,0.226,RightResponse,incorrect,True,9.0
213,5,R,50,,0.344,RightResponse,correct,False,13.0
214,5,L,100,,0.211,LeftResponse,correct,True,8.0
215,5,L,100,,0.359,LeftResponse,correct,True,7.0
216,5,L,200,,0.397,LeftResponse,correct,True,14.0
217,5,R,50,,0.257,RightResponse,correct,True,13.0
218,5,R,200,,0.385,RightResponse,correct,False,13.0
219,5,L,0,,0.288,RightResponse,incorrect,False,9.0
220,5,L,400,,0.201,LeftResponse,correct,True,12.0
221,5,R,0,,0.216,LeftResponse,incorrect,True,9.0
222,5,R,100,,0.326,LeftResponse,incorrect,True,6.0
223,5,L,50,,0.269,LeftResponse,correct,False,12.0
224,5,R,50,,0.331,RightResponse,correct,True,12.0
225,5,R,0,,0.228,LeftResponse,incorrect,True,12.0
226,5,L,0,,0.229,RightResponse,incorrect,True,15.0
227,5,L,100,,0.308,LeftResponse,correct,True,9.0
228,5,R,400,,0.359,RightResponse,correct,True,11.0
229,5,L,50,,0.3,LeftResponse,correct,True,11.0
230,5,L,400,,0.372,RightResponse,incorrect,True,10.0
231,5,R,0,,0.288,LeftResponse,incorrect,True,18.0
232,5,R,50,,0.277,RightResponse,correct,True,10.0
233,5,R,200,,0.213,RightResponse,correct,True,13.0
234,5,R,100,,0.343,RightResponse,correct,True,8.0
235,5,L,200,,0.219,LeftResponse,correct,True,12.0
236,5,R,400,,0.278,RightResponse,correct,True,13.0
237,5,R,400,,0.387,RightResponse,correct,True,12.0
238,5,L,100,,0.226,LeftResponse,correct,True,7.0
239,5,L,400,,0.39,RightResponse,incorrect,True,11.0
